,questionId,isCorrectAnswer,title,type,output
16,1547650063547,0.8673469387755102,"Suppose the input is a 1 MegaPixel (1280x960) color (RGB) image. If the first hidden layer has 100 neurons, each fully connected to the input, how many parameters does this hidden layer have including the bias parameters if convolution is not used?",SINGLE_CHOICE,1.0
17,1547650132827,0.8239795918367347,"Suppose the input is a 1 MegaPixel (1280x960) color (RGB) image. If a convolutional layer with 10 filters that are each 5x5 are used, how many parameters does this convolution layer have?",SINGLE_CHOICE,1.0
18,1547650176955,0.7857142857142857,Which of the following statements can be true when you use 1×1 convolutions in a CNN?,MULTI_CHOICE,1.0
19,1547650229985,0.7372448979591837,"You have an input volume that is 56x56x16, and convolve it with 32 filters that are         each 6x6, using a stride of 2 and no padding. What is the output volume?",SINGLE_CHOICE,1.0
20,1547650280369,0.18112244897959184,Which of the following are the drawbacks of cnn? ,MULTI_CHOICE,0.0
21,1547650431424,0.9090909090909091,Word embeddings are useful in NLP because:,SINGLE_CHOICE,1.0
22,1547650559518,0.5757575757575758,What are some of the problems with using countvectorizer discussed in the video?,MULTI_CHOICE,1.0
23,1547650655094,0.7424242424242424,"If you train a word embedding for a document with 5000 vocabulary, then the embedding vector should be 5000 dimensional to capture the overall all range in variation and meaning of words:",SINGLE_CHOICE,1.0
24,1547650770917,0.3891213389121339,Which of the following are the sound processing libraries in python?,MULTI_CHOICE,0.0
25,1547650887059,0.799163179916318,MFCC converts a sound to a 2-dimensional matrix:,SINGLE_CHOICE,1.0
26,1547650935243,0.4602510460251046,Batch normalization helps in:,MULTI_CHOICE,0.0
27,1547651087178,0.5815899581589958,We use early stopping to:,MULTI_CHOICE,1.0
28,1547651265096,0.7928994082840237,"In keras, the models can be obtained using:",MULTI_CHOICE,1.0
29,1547651326423,0.6686390532544378,The backend implementations available in keras are:,MULTI_CHOICE,1.0
30,1547651381255,0.4970414201183432,Why do we use softmax for output layer in multiclass problems?,MULTI_CHOICE,0.0
31,1547651531199,0.7810650887573964,"If the input layer has size 30, model.add(Dense(128, activation='relu')) adds a layer which has a weight matrix of dimensions:",SINGLE_CHOICE,1.0
32,1547651579494,0.9053254437869822,"In the video, which of the following algorithms are being used to classify wines:",SINGLE_CHOICE,1.0
33,1547651727923,0.7345132743362832,Which of the following are not the initializers defined in keras?,SINGLE_CHOICE,1.0
34,1547651817260,0.9026548672566371,Which of the following activation would you choose for the output layer for a housing price regression model ?,SINGLE_CHOICE,1.0
35,1547651924619,0.7168141592920354,Why do we use clip value = 0.5 in the optimizer?,SINGLE_CHOICE,1.0
36,1547651966122,0.6991150442477876,How do you limit the parameter gradients to minimum of -0.5 and maximum of 0.5 after a gradient update in keras regression model? ,SINGLE_CHOICE,1.0
37,1547652065817,0.8230088495575221,True/False: We can use cross-validation to find appropriate learning rate in keras.,SINGLE_CHOICE,1.0
38,1547652308510,0.5752212389380531,"Which of the following initializers draws samples from a uniform distribution within [-limit, limit] where limit is sqrt(3 / fan_in) where fan_in is the number of input units in the weight tensor.",SINGLE_CHOICE,1.0
39,1547652455478,0.6116071428571429,Which of the following are the loss functions for regression model?,MULTI_CHOICE,1.0
40,1547652532437,0.7276785714285714,What happens if the learning rate is too high?,MULTI_CHOICE,1.0
41,1547652644644,0.33035714285714285,Why are deep learning models usually trained in batches?,MULTI_CHOICE,0.0
42,1547652765282,0.8214285714285714,"A training set consists of 60 instance of data. For a mini-batch size of 10, how many times are the weights updated in each epoch?",SINGLE_CHOICE,1.0
43,1547652828611,0.8303571428571429,What do the parameter: momentum do in keras?,SINGLE_CHOICE,1.0
44,1547652875474,0.7053571428571429,Which of the following optimizers display most overshooting behavior ?,SINGLE_CHOICE,1.0
45,1547653069713,1.0,Recurrent neural networks are different from simple neural network because:,SINGLE_CHOICE,1.0
46,1547653108792,0.8387096774193549,LSTM are comparatively better than vanilla RNN because:,SINGLE_CHOICE,1.0
47,1547653181312,0.6290322580645161,Which of the following gates are featured in LSTM cells?,MULTI_CHOICE,1.0
48,1547700077792,0.8160919540229885,"A bias unit is an ""extra"" neuron added to each pre-output layer that stores the value of 1. Bias units aren't connected to any previous layer and in this sense don't represent a true ""activity"". Why do we add bias to the linear function of Neural Network ?",SINGLE_CHOICE,1.0
49,1557462016845,1.0,"
What is this about

",SINGLE_CHOICE,1.0
50,1568289310665,0.5636363636363636,"
Which of the following are immutable?




",MULTI_CHOICE,1.0
51,1568289575441,0.39173553719008264,"
If b is a dictionary, what does any(b) do?

",MULTI_CHOICE,0.0
52,1568289770176,0.8214876033057851,"
List Comprehension : What is the output of List Comprehension : What is the output of 


[(x+1)**2 for x in range(10) if x%2 == 1]?

",SINGLE_CHOICE,1.0
53,1568289896602,0.24561403508771928,"
which of the following commands will let you exit from python debugger?

",MULTI_CHOICE,0.0
54,1568289933129,0.8701754385964913,"
Functional Programming is Imperative Programming paradigm.

",SINGLE_CHOICE,1.0
55,1568289963374,0.9263157894736842,"
What is immutable object?

",SINGLE_CHOICE,1.0
56,1568290018352,0.8842105263157894,"
What is the output of the following code

li = [5, 7, 22, 97, 54, 62, 77, 23, 73, 61] 


final_list = list(filter(lambda x: (x%2 != 0) , li)) 


print(final_list)







",SINGLE_CHOICE,1.0
57,1568290695520,0.9282051282051282,"
OpenCV represents images by default as a matrix of:

",SINGLE_CHOICE,1.0
58,1568290782665,0.9538461538461539,"
Masks are:

",SINGLE_CHOICE,1.0
59,1568290861674,0.9769230769230769,"
Edges are regions where:

",SINGLE_CHOICE,1.0
60,1568290986721,0.5,"
OpenCV’s cv2.findContours returns:

",MULTI_CHOICE,0.0
61,1568291059623,0.19487179487179487,"
Images in OpenCV are represented in:

",MULTI_CHOICE,0.0
62,1568291720049,0.8395061728395061,"
The morphological operation ‘closing’ is used to:

",SINGLE_CHOICE,1.0
63,1568291761344,0.5555555555555556,"
cv2.minEnclosingCircle returns:

",MULTI_CHOICE,1.0
64,1568291813154,0.4074074074074074,"
An image ‘img’, which is in the BGR color space, can be converted to RGB using

",MULTI_CHOICE,0.0
65,1568291867408,0.7407407407407407,"
The morphological operation ‘opening’ is used to:

",SINGLE_CHOICE,1.0
66,1568292266253,0.9107142857142857,"
Suppose you have 10,000 input features and 1 target feature. From the list of input features, you have to select 1, 000 most important features based on its correlation with target feature. Is this an example of dimensionality reduction?




",SINGLE_CHOICE,1.0
67,1568292694843,0.8392857142857143,"
Which of the following is/are true about PCA?

",SINGLE_CHOICE,1.0
68,1568292810483,0.6607142857142857,"
What will happen when eigenvalues are roughly equal?

",SINGLE_CHOICE,1.0
69,1568296917609,0.8315789473684211,"
Reduce function in python returns list of object

",SINGLE_CHOICE,1.0
70,1568296959770,0.8070175438596491,"
How does map function work?

",SINGLE_CHOICE,1.0
71,1568297233763,0.7828571428571428,"
What are the method(s) that a custom iterator class must implement?

",SINGLE_CHOICE,1.0
72,1568297286479,0.9028571428571428,"
What is Instantiation in terms of OOP terminology?

",SINGLE_CHOICE,1.0
73,1568297348242,0.8571428571428571,"
What does the __init__()  function in Python?

",SINGLE_CHOICE,1.0
74,1568297414591,0.6285714285714286,"
Which of the following operator is overloaded by __or__() function?

",SINGLE_CHOICE,1.0
75,1568297458449,0.8342857142857143,"
If a class is derived from two different classes, it’s called ___ 

",SINGLE_CHOICE,1.0
76,1568297510010,0.6457142857142857,"
Which of the following best describes polymorphism?

",SINGLE_CHOICE,1.0
77,1568297651713,0.8313253012048193,"
Which of the following describes the Singleton pattern correctly?

",SINGLE_CHOICE,1.0
78,1568297700562,0.6385542168674698,"
Which of the following is correct about Factory design pattern?

",SINGLE_CHOICE,1.0
79,1568297740318,0.8795180722891566,"
Builder pattern returns class object?

",SINGLE_CHOICE,1.0
80,1568297843276,0.7380952380952381,"
If you have a numpy array, in a variable Arr, how would you access the data item at the 5th column, 2nd row?

",SINGLE_CHOICE,1.0
81,1568297901124,0.6285714285714286,"
What does following code do ?


Z = np.arange(11)


Z[(4 < Z) & (Z < 8)] *= -1

",SINGLE_CHOICE,1.0
82,1568298002795,0.6857142857142857,"
In what form is the shape of an ndarray stored or displayed?

",SINGLE_CHOICE,1.0
83,1568298076768,0.7571428571428571,"
Multidimensional Numpy array can be stacked using numpy.stack(arrays, axis=0, out=None), How would you stack up in the last dimension?

",SINGLE_CHOICE,1.0
84,1568298139467,0.8333333333333334,"
What is the output of the following statements:


arr = numpy.arange(10)


arr[arr.argmax()] = 0


print(arr)




",SINGLE_CHOICE,1.0
85,1568298203630,0.5333333333333333,"
Which of the following always generates a new copy of the ndarray of A rather than a view?

",SINGLE_CHOICE,1.0
86,1568298387164,0.6243093922651933,"
What is pandas used for in python? 

",MULTI_CHOICE,1.0
87,1568298461343,0.7790055248618785,"
How do you create a pandas dataframe of d = {'col1': [1, 2], 'col2': [3, 4]}?

",MULTI_CHOICE,1.0
88,1568298547467,0.281767955801105,"
How would you define the separator used in CSV files in pandas.read_csv():

",MULTI_CHOICE,0.0
89,1568298674623,0.7721518987341772,"
Which Join operation keep records present in both tables?

",SINGLE_CHOICE,1.0
90,1568298762238,0.8888888888888888,"
Which of the following function is used for descriptive or summary statistics of numeric feature?

",SINGLE_CHOICE,1.0
91,1568298866648,0.4576923076923077,"
Which of the following can be used to import the plotting Framework from Matplotlib?

",MULTI_CHOICE,0.0
92,1568298913967,0.2923076923076923,"
Which of the following is generally used to visualize correlation in matplotlib?

",MULTI_CHOICE,0.0
93,1568299186121,0.9621621621621622,"
Machine Learning uses algorithms that can learn from data without relying on explicitly programmed methods.

",SINGLE_CHOICE,1.0
94,1568299216305,0.3621621621621622,"
Which of the following can be Unsupervised Learning Techniques ?

",MULTI_CHOICE,0.0
95,1568299286739,0.6918918918918919,"
What is the major concentration of machine learning and statistics? 

",SINGLE_CHOICE,1.0
96,1568299343773,0.9621621621621622,"
Which of the following always requires labelled data?

",SINGLE_CHOICE,1.0
97,1568299483078,0.5333333333333333,"
Tuning of hyperparameters is done in:

",SINGLE_CHOICE,1.0
98,1568299671948,0.9795221843003413,"
Random forest is an example of:

",SINGLE_CHOICE,1.0
99,1568299708808,0.9863481228668942,"
Scikit-learn support methods for:

",SINGLE_CHOICE,1.0
100,1568299738511,0.447098976109215,"
Which of the following are the characteristics of Supervised Learning ?

",MULTI_CHOICE,0.0
101,1568299808829,0.4948805460750853,"
Which of the following Algorithms were used for training in the video ?

",MULTI_CHOICE,0.0
102,1568299864819,0.9453924914675768,"
We use the same set of data for Training and Testing.

",SINGLE_CHOICE,1.0
103,1568299897313,0.7815699658703071,"
How many attributes are available in the wine dataset ?




",SINGLE_CHOICE,1.0
104,1568299991307,0.8833333333333333,"
 _____ is related to the ability of model to capture the structure of the data and _____ is the amount by which the model estimates changes with new data.




",SINGLE_CHOICE,1.0
105,1568300046939,0.8666666666666667,"
Which of the following bias-variance property is desirable in a Machine Learning Model?




",SINGLE_CHOICE,1.0
106,1568300080217,0.6666666666666666,"
A model performs excellently over training data but generalizes poorly. What is this phenomenon known as?

",MULTI_CHOICE,1.0
107,1568300118723,0.4166666666666667,"
Model with lower complexity may lead to:

",MULTI_CHOICE,0.0
108,1568300218228,0.19078947368421054,"
Which of the following hyperparameters are used by random forest regressor?

",MULTI_CHOICE,0.0
109,1568300273832,0.9243421052631579,"
In k-fold cross validation where k =4, we use :

",SINGLE_CHOICE,1.0
110,1568300335087,0.9013157894736842,"
In the video we talked about a phenomena that arise when analyzing and organizing data in large number of features increasing the complexity of the model. It is called :

",SINGLE_CHOICE,1.0
111,1568300371369,0.9177631578947368,"
Which Metric would most preferable when we are evaluating imbalanced dataset with 5 % of Class A and 95% of Class B.




",SINGLE_CHOICE,1.0
112,1568300459043,0.6875,"
While using sklearn’s train_test_split, Which option is passed in order to preserve class proportion in the splits?

",SINGLE_CHOICE,1.0
113,1568300514541,0.9342105263157895,"
The goal of grid search is to find the best configuration of:




",SINGLE_CHOICE,1.0
114,1568300578108,0.5722543352601156,"
Which of the following terms are used in a genetic algorithms




",MULTI_CHOICE,1.0
115,1568300628386,0.7976878612716763,"
How many possible models do we have to try with the param grid given by :


parameters = {‘criterion’:['gini',“entropy”], ‘max_depth’:[2,3,4,5,10,12,15], ‘max_features’:['auto',“sqrt”,“log2”], ‘max_leaf_nodes’=[2,3,4],             ‘min_impurity_decrease’:0.0,  ‘min_samples_leaf’:[2,3,4,5,8], ‘min_samples_split’:[2,3], ‘min_weight_fraction_leaf’:0.0 }




",SINGLE_CHOICE,1.0
116,1568300674192,0.6878612716763006,"
Method of selecting an individual from a population of individuals in a genetic algorithm to find a balance between fitness and diversity is:




",SINGLE_CHOICE,1.0
117,1568300715705,0.6994219653179191,"
How does the mutation happen in the implementation of genetic algorithm as discussed in the video ?

",SINGLE_CHOICE,1.0
118,1568300765749,0.42196531791907516,"
What are the effects of having large population_size ?

",MULTI_CHOICE,0.0
119,1568300809870,0.6589595375722543,"
Selection pressure, a probabilistic measure of a chromosome's likelihood of participation in the tournament based on the participant selection pool size, is generally adjusted by 




",SINGLE_CHOICE,1.0
120,1568300893791,0.6397849462365591,"
The Reasons to use pipeline in scikit learn are:

",MULTI_CHOICE,1.0
121,1568300935835,0.5913978494623656,"
Pipeline class has which of the following methods:




",MULTI_CHOICE,1.0
122,1568300994069,0.5860215053763441,"
Pipeline steps can chain




",SINGLE_CHOICE,1.0
123,1568301051849,0.6344086021505376,"
How can we set the parameter k of anova_filter in a pipeline 


Pipeline([('scalar',scalar),('k_best',K_best_filter),('svc',clf)])




",SINGLE_CHOICE,1.0
124,1568301183637,0.898989898989899,"
If you smooth 4,6,20 using bin means, what will the bin contain?

",SINGLE_CHOICE,1.0
125,1568301230814,0.37373737373737376,"
How will you drop all the rows with missing values in pandas?

",MULTI_CHOICE,0.0
126,1568301279005,0.5303030303030303,"
Which of the following normalize the values?

",MULTI_CHOICE,1.0
127,1568301342262,0.14136125654450263,"
Process of translating data structures or object state into a format that can be stored or transmitted and reconstructed later is called :

",MULTI_CHOICE,0.0
128,1568301392178,0.9162303664921466,"
Which of the following function saves the data into a file ?




",SINGLE_CHOICE,1.0
129,1568301460021,0.17318435754189945,"
 Which of the following metrics are used for linear regression ?




",MULTI_CHOICE,0.0
130,1568301512388,0.8770949720670391,"
Which of the following is the best evaluation curve for imbalanced dataset:




",SINGLE_CHOICE,1.0
131,1568301544510,0.9329608938547486,"
The best scenario in AUC-ROC curve is when the value of AUC is:




",SINGLE_CHOICE,1.0
132,1568302201585,0.6458333333333334,"
Which of the following regression metrics are more sensitive to outliers ?

",MULTI_CHOICE,1.0
133,1568302250552,0.6770833333333334,"
Which of the following offsets, do we use in linear regression’s least square line fit? 




",SINGLE_CHOICE,1.0
134,1568302291946,0.8645833333333334,"
Which of the following statement is true about outliers in Linear regression?




",SINGLE_CHOICE,1.0
135,1568302371315,0.4375,"
The larger the coefficient for a particular feature:




",MULTI_CHOICE,0.0
136,1568302476964,0.9483870967741935,"
Linear Regression models in scikit-learn are in this module:

",SINGLE_CHOICE,1.0
137,1568302516960,0.7290322580645161,"
To calculate the R2 score, the following are needed.




",SINGLE_CHOICE,1.0
138,1568302558260,0.8,"
The learned coefficients for each of the input features are accessible via this attribute.




",SINGLE_CHOICE,1.0
139,1568302589537,0.24516129032258063,"
Which of the following features are provided in the boston dataset?




",MULTI_CHOICE,0.0
140,1568302897262,0.9868421052631579,"
L1 norm and L2 norm regularizations are also known as:




",SINGLE_CHOICE,1.0
141,1568302943867,0.7763157894736842,"
For two vectors u and v both in Rd ,||u-v||1 <=||u-v||2




",SINGLE_CHOICE,1.0
142,1568303275007,0.28289473684210525,"
Which of the following regularization methods is more likely to force some of the regression coefficients to zero?

",MULTI_CHOICE,0.0
143,1568303359660,0.756578947368421,"
Which regularization method is used in the given objective function?


||y - Xw||22 + ⍺ * ||w||22




",SINGLE_CHOICE,1.0
144,1568303429321,0.8223684210526315,"
Elastic net regularization method is a form of




",SINGLE_CHOICE,1.0
145,1568303510908,0.9299065420560748,"
In Sklearn, LASSO takes the following hyperparameters:




",SINGLE_CHOICE,1.0
146,1568303550566,0.897196261682243,"
In Sklearn, Ridge takes the following hyperparameters:




",SINGLE_CHOICE,1.0
147,1568303593416,0.4158878504672897,"
In Sklearn, ElasticNet takes the following hyperparameters:




",MULTI_CHOICE,0.0
148,1568303633437,0.34579439252336447,"
In Sklearn, hyperparameters for ElasticNet can be optimized using:




",MULTI_CHOICE,0.0
149,1568303675459,0.7990654205607477,"
Which of the following dominates when the l1_ratio is 0.1, in Elastic Net?




",SINGLE_CHOICE,1.0
150,1568303752006,0.5694444444444444,"
If your logistic regression classifier, gives you a value 0.1. This means:




",MULTI_CHOICE,1.0
151,1568303787840,0.9629629629629629,"
Which of the following function is used to map linear combination of inputs to logistic regression output? 




",SINGLE_CHOICE,1.0
152,1568303825459,0.2777777777777778,"
If the classification problem is linear, and the classes are linearly separable, then the line that separates two regions is called:




",MULTI_CHOICE,0.0
153,1568303878187,0.8703703703703703,"
What is the domain and range of Sigmoid Function?




",SINGLE_CHOICE,1.0
154,1568303957477,0.23684210526315788,"
Logistic regression can be used for




",MULTI_CHOICE,0.0
155,1568304001082,0.8223684210526315,"
Logistic regression outputs




",SINGLE_CHOICE,1.0
156,1568304115172,0.8653846153846154,"
Naive Bayes assumes the following:




",SINGLE_CHOICE,1.0
157,1568304162719,0.5961538461538461,"
Different naive bayes methods differ in




",SINGLE_CHOICE,1.0
158,1568304197396,0.8846153846153846,"
Which of these is well suited to classification of binary features?




",SINGLE_CHOICE,1.0
159,1568304251546,0.7558139534883721,"
The output from a CountVectorizer is of type:




",SINGLE_CHOICE,1.0
160,1568304293745,0.627906976744186,"
The output from CountVectorizer, given one sentence, is:




",SINGLE_CHOICE,1.0
161,1568304327076,0.6046511627906976,"
VarianceThreshold removes features with




",SINGLE_CHOICE,1.0
162,1568304369832,0.6046511627906976,"
In Scikit-learn, existing Naive Bayes models can be fine tuned on new sets of data in an online manner using:




",SINGLE_CHOICE,1.0
163,1568304443567,0.9390243902439024,"
True or False: Bagging is the method for improving the performance by aggregating the results of weak learners ?




",SINGLE_CHOICE,1.0
164,1568304509714,0.524390243902439,"
Sampling technique in bagging from training dataset:




",SINGLE_CHOICE,1.0
165,1568304547003,0.7560975609756098,"
Main objective of bagging:




",SINGLE_CHOICE,1.0
166,1568304595167,0.8902439024390244,"
In classification with bagging, all the algorithms are executed:




",SINGLE_CHOICE,1.0
167,1568304634360,0.7926829268292683,"
In regression with bagging, all the algorithms are executed:




",SINGLE_CHOICE,1.0
168,1568304692810,0.8301886792452831,"
What aggregating method is used by Bagging Regressor in sklearn?




",SINGLE_CHOICE,1.0
169,1568304737587,0.6981132075471698,"
Accuracy of a bagging classifier:




",SINGLE_CHOICE,1.0
170,1568304789432,0.8113207547169812,"
When no base estimator is passed to a bagging model, the default base estimator used is:




",SINGLE_CHOICE,1.0
171,1568305109364,0.8662420382165605,"
The inability of GradientBoostingClassifier in sklearn to accept a class weight results in:

",SINGLE_CHOICE,1.0
172,1568305159251,0.8853503184713376,"
Which of the following is not true for Gradient Boosting?

",SINGLE_CHOICE,1.0
173,1568305193049,0.821656050955414,"
To reduce overfitting, we multiply each new model generated from gradient boosting with:

",SINGLE_CHOICE,1.0
174,1568305236617,0.20382165605095542,"
Evolutionary algorithm is helpful because:

",MULTI_CHOICE,0.0
175,1568305366862,0.5306122448979592,"
Which approach is taken by decision tree for knowledge learning?

",SINGLE_CHOICE,1.0
176,1568305425254,0.9183673469387755,"
Which data mining is most suitable for categorical variables?

",SINGLE_CHOICE,1.0
177,1568305577779,0.7878787878787878,"
Random Forest is used:

",SINGLE_CHOICE,1.0
178,1568305610799,0.8787878787878788,"
Each sample of trees in the random forests are created using:

",SINGLE_CHOICE,1.0
179,1568305688290,0.9032258064516129,"
Which of the following is not the hyperparameter of random forest classifiers and regressors? 




",SINGLE_CHOICE,1.0
180,1568305738559,0.33064516129032256,"
Which hyperparameter in the random forest is tuned to mitigate the problem of overfitting?

",MULTI_CHOICE,0.0
181,1568305779466,0.532258064516129,"
In Random forest in scikit-learn we can induce decorrelation between trees by

",SINGLE_CHOICE,1.0
182,1568305862790,0.7592592592592593,"
Extra trees select values from all possible splits while random trees choose the values at random.




",SINGLE_CHOICE,1.0
183,1568305892479,0.9814814814814815,"
Extra Trees are designed to address the common problem in random forest, that is:




",SINGLE_CHOICE,1.0
184,1568305922735,0.6851851851851852,"
The Extra-Tree method (standing for extremely randomized trees) introduces further randomization in tree building by




",SINGLE_CHOICE,1.0
185,1568305979011,0.8518518518518519,"
Random trees contain only samples of features in their decision tree while extra trees include both samples of features and samples of training data.




",SINGLE_CHOICE,1.0
186,1568306035347,0.1503267973856209,"
Which of the following are the hyperparameters of ExtraTreesClassifier?




",MULTI_CHOICE,0.0
187,1568306086090,0.9215686274509803,"
Extra Trees in scikit-learn do not allow us to get feature importance.




",SINGLE_CHOICE,1.0
188,1568306153816,0.36752136752136755,"
SVM algorithms use different types of kernel functions. Which of the following are the kernel types used by SVM?

",MULTI_CHOICE,0.0
189,1568306201782,0.8205128205128205,"
SVM can transform feature space to linearly separable space using _______




",SINGLE_CHOICE,1.0
190,1568306299123,0.8974358974358975,"
Which of the following type of machine learning problem can SVM solve?

",SINGLE_CHOICE,1.0
191,1568306356876,0.2482758620689655,"
In C-SVM, Regularization can be done using the ________

",MULTI_CHOICE,0.0
192,1568306444733,0.8896551724137931,"
In Nu-SVM, the value of nu is bounded between:




",SINGLE_CHOICE,1.0
193,1568306482497,0.8482758620689655,"
Which of the following is the correct meaning of nu parameter in Nu-SVM?

",SINGLE_CHOICE,1.0
194,1568306603651,0.6338028169014085,"
When machine learning models tag people on pictures on social media, what type of classification is it doing?

",SINGLE_CHOICE,1.0
195,1568306643890,0.8450704225352113,"
One vs. One is a more powerful model than a One vs. Rest strategy

",SINGLE_CHOICE,1.0
196,1568306678889,0.5915492957746479,"
 If there are four classes, how many classifiers will a one vs. one approach will need?




",SINGLE_CHOICE,1.0
197,1568306726576,0.7887323943661971,"
A classifier that uses a one vs. one strategy will never be able to solve problems that require one vs. rest.

",SINGLE_CHOICE,1.0
198,1568306805600,0.8793103448275862,"
Which one of the following is a technique that creates new data points:

",SINGLE_CHOICE,1.0
199,1568306853777,0.8620689655172413,"
Which metric do we use to evaluate imbalanced datasets

",SINGLE_CHOICE,1.0
200,1568306889681,0.5517241379310345,"
Why do we sometimes not prefer Downsampling?

",SINGLE_CHOICE,1.0
201,1568306974092,0.5208333333333334,"
Convolutional neural networks are useful for image processing because:

",SINGLE_CHOICE,1.0
202,1568307016193,0.8958333333333334,"
What is the minimum number of dimensions required in an array to be able to store a color image?




",SINGLE_CHOICE,1.0
203,1568307055607,0.9375,"
What is the maximum value a pixel can have?

",SINGLE_CHOICE,1.0
204,1568307097143,0.8541666666666666,"
How is the color white represented in an image?

",SINGLE_CHOICE,1.0
205,1568307290340,0.9380530973451328,"
When do you not need to make the image one dimensional?




",SINGLE_CHOICE,1.0
206,1568307335391,0.8849557522123894,"
What do ndarray.flatten() do?

",SINGLE_CHOICE,1.0
207,1568307373222,0.831858407079646,"
According to the video, which of the number represent a triangle in the target variable:




",SINGLE_CHOICE,1.0
208,1568307418327,0.19469026548672566,"
Which of the following task were done in the video ?

",MULTI_CHOICE,0.0
209,1568307525074,0.9641255605381166,"
What is the shape of the data matrix consisting of 30 images with each image being 50 x 50 px after flattening individual images? (Each row of the data matrix corresponds to one image).

",SINGLE_CHOICE,1.0
210,1568307570469,0.8654708520179372,"
Which of the following is not useful for feature selection in scikit-learn?

",SINGLE_CHOICE,1.0
211,1568307608138,0.08968609865470852,"
Which of the following estimator contain features and coefficients?

",MULTI_CHOICE,0.0
212,1568307740476,0.9074074074074074,"
What advantages does linear regression module of statsmodels has compared to linear regression module of scikit learn ?

",SINGLE_CHOICE,1.0
213,1568307779984,0.5370370370370371,"
In the dataset used in the video we had 506 observation and 13 parameters, what was the degree of freedom of the model?




",SINGLE_CHOICE,1.0
214,1568307822780,0.7777777777777778,"
R-Squared always increases with the number of observations?

",SINGLE_CHOICE,1.0
215,1568307851902,0.6851851851851852,"
F-statistics test is used to check whether the coefficients of global hypothesis are:

",SINGLE_CHOICE,1.0
216,1568308162051,0.7763157894736842,"
T test compares the ___ of two datasets.




",SINGLE_CHOICE,1.0
217,1568308264037,0.8157894736842105,"
To model the interaction of two features, the ___ symbol is used in the formula of an OLS model.




",SINGLE_CHOICE,1.0
218,1568308295384,0.5526315789473685,"
Statsmodels.add_constant adds ___ to a dataset.




",SINGLE_CHOICE,1.0
219,1568308327242,0.5394736842105263,"
An observation that influence parameters highly is said to have high ___.




",SINGLE_CHOICE,1.0
220,1568308364886,0.7368421052631579,"
An observation that has high error associated with it is said to have high ___.




",SINGLE_CHOICE,1.0
221,1568309895248,0.26785714285714285,"
Which of the following can be the first 2 principal components after applying PCA?

",MULTI_CHOICE,0.0
222,1568310092992,0.839622641509434,"
Which of the following can act as possible termination conditions in K-Means?

",SINGLE_CHOICE,1.0
223,1568310189453,0.9622641509433962,"
Which points are eliminated by the DBSCAN algorithm?

",SINGLE_CHOICE,1.0
224,1568310226487,0.3018867924528302,"
Which of the following statements are true?

",MULTI_CHOICE,0.0
225,1568310273265,0.8962264150943396,"
K-means clustering aims to partition n observations into k clusters in which each observation belongs to the cluster with the nearest?

",SINGLE_CHOICE,1.0
226,1568310362394,0.8421052631578947,"
How is the density of point p at the density based clustering defined?

",SINGLE_CHOICE,1.0
227,1568310413280,0.7105263157894737,"
K-Means squared error function computes

",SINGLE_CHOICE,1.0
228,1568310774133,0.4011299435028249,"
Which algorithms are mainly used for outlier detection?

",MULTI_CHOICE,0.0
